Gene_stable_ID	Gene_description	Gene_name
AAEL004281	Short-chain dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F753]	""
AAEL023421	""	""
AAEL009644	SAGA-associated factor 11 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FN28]	""
AAEL010382	aldehyde oxidase [Source:VB Community Annotation]	""
AAEL004138	signal peptide peptidase [Source:VB Community Annotation]	""
AAEL003977	elongase, putative [Source:VB Community Annotation]	""
AAEL015127	""	""
AAEL015432	trypsin, putative [Source:VB Community Annotation]	""
AAEL005962	Condensin complex subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FC48]	""
AAEL024557	""	""
AAEL005681	GPCR Histamine Family [Source:VB Community Annotation]	GPRHIS
AAEL026645	""	""
AAEL010082	""	""
AAEL022628	""	""
AAEL024722	""	""
AAEL027892	""	""
AAEL005793	AMP dependent ligase [Source:VB Community Annotation]	""
AAEL027201	""	""
AAEL024102	""	""
AAEL002185	cuticle protein, putative [Source:VB Community Annotation]	""
AAEL023921	""	""
AAEL026760	""	""
AAEL017566	""	""
AAEL008745	""	""
AAEL013637	homogentisate 1,2-dioxygenase [Source:VB Community Annotation]	""
AAEL026199	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL005762	leucine-rich transmembrane proteins [Source:VB Community Annotation]	""
AAEL005924	""	""
AAEL024795	""	""
AAEL027114	""	""
AAEL014900	ataxia telangiectasia mutated (atm) [Source:VB Community Annotation]	""
AAEL003283	bitesize isoform [Source:VB Community Annotation]	""
AAEL008663	aldo-keto reductase [Source:VB Community Annotation]	""
AAEL023566	""	""
AAEL027394	""	""
AAEL020480	""	""
AAEL022468	""	""
AAEL013382	nudix hydrolase 6 [Source:VB Community Annotation]	""
AAEL022446	""	""
AAEL023631	""	""
AAEL002024	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL017570	""	""
AAEL004041	flotillin-2 [Source:VB Community Annotation]	""
AAEL019403	Heat shock cognate 70 [Source:UniProtKB/TrEMBL;Acc:Q1HQZ5]	""
AAEL014258	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL022846	""	""
AAEL020582	""	""
AAEL003815	zinc finger protein [Source:VB Community Annotation]	""
AAEL000362	""	""
AAEL024763	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL021078	""	""
AAEL006134	""	""
AAEL020041	""	""
AAEL000685	""	""
AAEL001105	von Hippel-Lindau disease tumor suppressor, putative [Source:VB Community Annotation]	""
AAEL027567	""	""
AAEL020915	""	""
AAEL011278	apolipoprotein D, putative [Source:VB Community Annotation]	""
AAEL006257	cytochrome P450 [Source:VB Community Annotation]	CYP325Y1
AAEL014211	""	""
AAEL010406	""	""
AAEL021361	""	""
AAEL013802	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZZ5]	""
AAEL025597	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFR9]	""
AAEL012135	Galectin [Source:UniProtKB/TrEMBL;Acc:Q16MZ7]	GALE2
AAEL002358	""	""
AAEL005311	""	""
AAEL012337	goliath E3 ubiquitin ligase [Source:VB Community Annotation]	""
AAEL027009	""	""
AAEL003768	""	""
AAEL026758	""	""
AAEL007710	""	""
AAEL025115	""	""
AAEL025534	""	""
AAEL020601	""	""
AAEL000005	""	""
AAEL020283	""	""
AAEL019707	""	""
AAEL022176	""	""
AAEL001906	pnuts protein [Source:VB Community Annotation]	""
AAEL008706	smooth muscle caldesmon, putative [Source:VB Community Annotation]	""
AAEL003284	""	""
AAEL001446	testis-specific protein pbs13 (t-complex 11 ) [Source:VB Community Annotation]	""
AAEL019494	""	""
AAEL026835	""	""
AAEL023134	""	""
AAEL026051	""	""
AAEL008481	60S ribosomal protein L18 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR62]	RpL18
AAEL023807	""	""
AAEL011930	""	""
AAEL019430	""	""
AAEL009416	PHD finger domain [Source:UniProtKB/TrEMBL;Acc:A0A1S4FM94]	""
AAEL024778	""	""
AAEL013422	odorant receptor 42a, putative [Source:VB Community Annotation]	""
AAEL004073	polypeptide of 976 aa, putative [Source:VB Community Annotation]	""
AAEL002578	""	""
AAEL026356	""	""
AAEL001067	""	""
AAEL002848	tubulin beta chain [Source:VB Community Annotation]	""
AAEL001710	""	""
AAEL022979	""	""
AAEL011960	""	""
AAEL006602	""	""
AAEL014528	nuclear protein skip [Source:VB Community Annotation]	""
AAEL026239	""	""
AAEL027518	""	""
AAEL014438	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL029044	cecropin [Source:VB Community Annotation]	CECE
AAEL023444	""	""
AAEL000097	n-acetylneuraminate synthetase [Source:VB Community Annotation]	""
AAEL024709	""	""
AAEL009554	""	""
AAEL012212	""	""
AAEL011462	Transcription initiation factor IIE subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTA4]	""
AAEL022863	""	""
AAEL004042	Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5Q126]	""
AAEL022838	""	""
AAEL009334	""	""
AAEL026566	""	""
AAEL007885	translation initiation factor-3 (IF3), putative [Source:VB Community Annotation]	""
AAEL006437	""	""
AAEL024353	""	""
AAEL001501	anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog) [Source:VB Community Annotation]	""
AAEL000875	""	""
AAEL012473	Vav1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FW83]	""
AAEL012975	""	""
AAEL021660	""	""
AAEL001401	leucine-rich immune protein (Short) [Source:VB Community Annotation]	LRIM10A
AAEL004130	""	""
AAEL014406	""	""
AAEL027637	""	""
AAEL023225	""	""
AAEL008217	serine-type enodpeptidase, [Source:VB Community Annotation]	""
AAEL012311	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL021031	""	""
AAEL012510	IMD pathway signalling  I-Kappa-B Kinase 2 (IKK2  IKK-gamma). [Source:VB Community Annotation]	IKK2
AAEL021966	""	""
AAEL004870	cytochrome P450 [Source:VB Community Annotation]	CYP18A1
AAEL009338	C-Type Lectin (CTL). [Source:VB Community Annotation]	CTL10
AAEL021571	""	""
AAEL005239	gh regulated tbc protein-1 [Source:VB Community Annotation]	""
AAEL003234	cytochrome c oxidase, subunit VIA, putative [Source:VB Community Annotation]	""
AAEL005049	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL022295	""	""
AAEL004183	""	""
AAEL005580	""	""
AAEL024071	""	""
AAEL000140	""	""
AAEL025915	""	""
AAEL010222	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	""
AAEL017056	Peptidoglycan Recognition Protein (Short) [Source:VB Community Annotation]	PGRPS4
AAEL012419	26S proteasome subunit S9 [Source:UniProtKB/TrEMBL;Acc:Q16M56]	""
AAEL011993	""	""
AAEL000258	5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q17PQ5]	""
AAEL010658	orf protein [Source:VB Community Annotation]	""
AAEL010453	mago nashi, putative [Source:VB Community Annotation]	""
AAEL008723	""	""
AAEL003712	C-Type Lysozyme (Lys-E). [Source:VB Community Annotation]	LYSC10
AAEL021917	""	""
AAEL027356	""	""
AAEL005269	ubiquinol-cytochrome c reductase complex core protein [Source:VB Community Annotation]	""
AAEL026565	""	""
AAEL025991	""	""
AAEL002243	""	""
AAEL014171	""	""
AAEL021093	""	""
AAEL019984	""	""
AAEL020393	""	""
AAEL021700	""	""
AAEL013737	axonemal inner arm dynein light chain [Source:VB Community Annotation]	""
AAEL023608	""	""
AAEL017101	Ribonuclease H1 [Source:UniProtKB/TrEMBL;Acc:J9HZ50]	""
AAEL022967	""	""
AAEL011551	""	""
AAEL027016	""	""
AAEL020581	""	""
AAEL012500	Ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWP1]	""
AAEL022076	""	""
AAEL000305	""	""
AAEL008501	""	""
AAEL027792	defensin anti-microbial peptide [Source:VB Community Annotation]	DEFA
AAEL006945	golgi SNAP receptor complex member, putative [Source:VB Community Annotation]	""
AAEL002880	""	""
AAEL000087	macroglobulin/complement [Source:VB Community Annotation]	""
AAEL009649	brg-1 associated factor [Source:VB Community Annotation]	""
AAEL024618	""	""
AAEL009084	slender lobes, putative [Source:VB Community Annotation]	""
AAEL007687	transmembrane 9 superfamily protein member 4 [Source:VB Community Annotation]	""
AAEL006051	beta-sarcoglycan [Source:VB Community Annotation]	""
AAEL006236	dtdp-glucose 4-6-dehydratase [Source:VB Community Annotation]	""
AAEL022691	""	""
AAEL025901	""	""
AAEL004487	valacyclovir hydrolase [Source:VB Community Annotation]	""
AAEL010998	""	""
AAEL000878	cuticle protein, putative [Source:VB Community Annotation]	""
AAEL008279	""	""
AAEL022449	""	""
AAEL025509	""	""
AAEL025796	""	""
AAEL009886	sodium-coupled cation-chloride cotransporter [Source:VB Community Annotation]	CCC3
AAEL023774	""	""
AAEL019995	Putative translocase of outer membrane 34 [Source:UniProtKB/TrEMBL;Acc:A0A0N8ERY3]	""
AAEL021320	""	""
AAEL021867	""	""
AAEL020549	""	""
AAEL024446	""	""
AAEL025847	""	""
AAEL009092	longevity assurance factor 1 (lag1) [Source:VB Community Annotation]	""
AAEL006271	copper-zinc (Cu-Zn) superoxide dismutase [Source:VB Community Annotation]	CUSOD2
AAEL025383	""	""
AAEL001326	""	""
AAEL023449	""	""
AAEL000812	""	""
AAEL025999	40S ribosomal protein S17 [Source:UniProtKB/TrEMBL;Acc:Q52UT2]	""
AAEL010012	GTP-binding protein sar1 [Source:VB Community Annotation]	sar1
AAEL008410	helix-loop-helix transcription factor [Source:VB Community Annotation]	""
AAEL005946	NADH-ubiquinone oxidoreductase subunit B14.5b [Source:VB Community Annotation]	""
AAEL026274	""	""
AAEL019585	""	""
AAEL024603	""	""
AAEL014419	""	""
AAEL008807	inositol 5-phosphatase [Source:VB Community Annotation]	""
AAEL013258	""	""
AAEL009392	chromosome region maintenance protein 5/exportin [Source:VB Community Annotation]	""
AAEL024844	""	""
AAEL023919	""	""
AAEL028112	""	""
AAEL013058	mitochondrial peptide chain release factor [Source:VB Community Annotation]	""
AAEL020668	""	""
AAEL002669	AMP dependent ligase [Source:VB Community Annotation]	""
AAEL010762	Actin-related protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q0IEG8]	Arp8
AAEL019780	""	""
AAEL024689	""	""
AAEL027674	""	""
AAEL001346	""	""
AAEL024479	""	""
AAEL004607	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes Adenylyltransferase MOCS3(EC 2.7.7.-)(Sulfur carrier protein MOCS2A adenylyltransferase)(EC 2.7.7.n4);Sulfurtransferase MOCS3(EC 2.8.1.-)(Sulfur carrier protein MOCS2A sulfurtransferase)(EC 2.8.1.n1)] [Source:VB Community Annotation]	""
AAEL004317	""	""
AAEL005045	ATP-dependent bile acid permease [Source:VB Community Annotation]	""
AAEL019858	""	""
AAEL021296	""	""
AAEL004976	""	""
AAEL010367	aldehyde oxidase [Source:VB Community Annotation]	""
AAEL023665	""	""
AAEL001400	DNA-directed RNA polymerases III 12.5 kDa polypeptide, putative [Source:VB Community Annotation]	""
AAEL023450	""	""
AAEL019719	""	""
AAEL027657	""	""
AAEL024425	""	""
AAEL027516	""	""
AAEL007097	4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL;Acc:Q0IF18]	""
AAEL009379	mitochondrial ribosomal protein, L33, putative [Source:VB Community Annotation]	mRpL33
AAEL026504	""	""
AAEL005641	C-Type Lectin (CTL) - galactose binding. [Source:VB Community Annotation]	CTLGA5
AAEL024345	""	""
AAEL004585	""	""
AAEL003354	""	""
AAEL025968	""	""
AAEL026301	""	""
AAEL017132	C-Type Lysozyme (Lys-C). [Source:VB Community Annotation]	LYSC4
AAEL022133	""	""
AAEL026368	""	""
AAEL024249	""	""
AAEL024517	""	""
AAEL011261	yemanuclein [Source:VB Community Annotation]	""
AAEL007248	""	""
AAEL020097	""	""
AAEL025552	""	""
AAEL011873	ubiquitin-conjugating enzyme variant 1A [Source:VB Community Annotation]	Uev1A
AAEL020688	""	""
AAEL010455	cxyorf1 [Source:VB Community Annotation]	""
AAEL026982	""	""
AAEL020252	""	""
AAEL020171	""	""
AAEL022359	""	""
AAEL004563	26S protease regulatory subunit S10b [Source:VB Community Annotation]	""
AAEL007564	Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH58]	""
AAEL028172	""	""
AAEL013490	""	""
AAEL011570	acidic fibroblast growth factor intracellular binding protein [Source:VB Community Annotation]	""
AAEL022185	""	""
AAEL024679	""	""
AAEL009182	zinc finger protein, putative [Source:VB Community Annotation]	""
AAEL004146	cryptochrome 1 [Source:VB Community Annotation]	CRY1
AAEL013172	zinc finger protein [Source:VB Community Annotation]	""
AAEL027832	""	""
AAEL024420	""	""
AAEL027573	""	""
AAEL023833	""	""
AAEL023297	""	""
AAEL000889	Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1S4EX56]	""
AAEL000603	""	""
AAEL009745	nitric oxide synthase [Source:VB Community Annotation]	""
AAEL013410	""	""
AAEL004819	""	""
AAEL000320	cytochrome P450 [Source:VB Community Annotation]	CYP325T1
AAEL023273	""	""
AAEL020906	""	""
AAEL006102	gelsolin precursor [Source:VB Community Annotation]	""
AAEL002235	""	""
AAEL006384	trypsin, putative [Source:VB Community Annotation]	""
AAEL020870	""	""
AAEL021565	""	""
AAEL026832	""	""
AAEL006900	""	""
AAEL021091	""	""
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]	""
AAEL003754	actin binding [Source:VB Community Annotation]	""
AAEL022893	""	""
AAEL020439	""	""
AAEL008609	zinc carboxypeptidase [Source:VB Community Annotation]	""
AAEL027044	""	""
AAEL022105	""	""
AAEL010316	""	""
AAEL010414	set domain protein [Source:VB Community Annotation]	""
AAEL011842	mitochondrial carrier protein [Source:VB Community Annotation]	""
AAEL024018	""	""
AAEL021456	""	""
AAEL002819	""	""
AAEL023256	""	""
AAEL008718	""	""
AAEL027809	""	""
AAEL004006	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	""
AAEL027293	""	""
AAEL008451	alpha-amylase [Source:VB Community Annotation]	""
AAEL026256	""	""
AAEL024527	""	""
AAEL000239	clathrin coat assembly protein [Source:VB Community Annotation]	""
AAEL004496	glutamate transporter [Source:VB Community Annotation]	""
AAEL005659	""	""
AAEL013163	""	""
AAEL005530	""	""
AAEL009124	cytochrome P450 [Source:VB Community Annotation]	CYP6N12
AAEL001437	""	""
AAEL012702	ATP-binding cassette sub-family A member 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWY8]	""
AAEL000979	""	""
AAEL000758	ubiquitin-activating enzyme E1 [Source:VB Community Annotation]	""
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]	""
AAEL025098	""	""
AAEL004933	lysosomal acid lipase, putative [Source:VB Community Annotation]	""
AAEL006918	""	""
AAEL020963	""	""
AAEL024010	""	""
AAEL004837	""	""
AAEL026587	""	""
AAEL019692	""	""
AAEL026227	""	""
AAEL007197	amino acid transporter [Source:VB Community Annotation]	""
AAEL005768	""	""
AAEL014010	pickpocket 102 [Source:VB Community Annotation]	ppk102
AAEL024089	""	""
AAEL025741	""	""
AAEL022178	""	""
AAEL020882	""	""
AAEL001220	myosin-VIIa (Protein crinkled) [Source:VB Community Annotation]	ck
AAEL027296	""	""
AAEL010291	""	""
AAEL025569	""	""
AAEL012578	Phosphoserine aminotransferase [Source:UniProtKB/TrEMBL;Acc:Q1HRL1]	""
AAEL024371	""	""
AAEL008262	ppa (fragment) [Source:VB Community Annotation]	""
AAEL003142	""	""
AAEL013336	""	""
AAEL025573	""	""
AAEL027439	""	""
AAEL025987	""	""
AAEL007298	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172Q8]	""
AAEL018178	""	""
AAEL001548	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL025057	""	""
AAEL025710	""	""
AAEL005943	ser/thr kinase stk11 (lkb1) [Source:VB Community Annotation]	""
AAEL019625	""	""
AAEL003127	WD-repeat protein [Source:VB Community Annotation]	""
AAEL021289	""	""
AAEL022230	""	""
AAEL011162	Anaphase Promoting Complex, putative [Source:VB Community Annotation]	""
AAEL027496	""	""
AAEL007044	Lipase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB7]	""
AAEL012881	""	""
AAEL003677	""	""
AAEL004582	beta-galactosidase [Source:VB Community Annotation]	""
AAEL009004	""	""
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]	""
AAEL027946	""	""
AAEL009307	""	""
AAEL023539	""	""
AAEL028098	""	""
AAEL024522	""	""
AAEL026698	""	""
AAEL022478	Putative transcriptional repressor protein yy1 [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYK9]	""
AAEL011306	""	""
AAEL023455	""	""
AAEL024629	""	""
AAEL020036	""	""
AAEL021020	""	""
AAEL011777	Serine Protease Inhibitor (serpin)  likely cleavage at K/A. [Source:VB Community Annotation]	SRPN8
AAEL026292	""	""
AAEL027142	""	""
AAEL024740	""	""
AAEL006825	""	""
AAEL028242	""	""
AAEL028027	""	""
AAEL000388	isoleucyl tRNA synthetase [Source:VB Community Annotation]	""
AAEL008073	""	""
AAEL003456	""	""
AAEL008170	""	""
AAEL013003	""	""
AAEL002158	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]	""
AAEL008752	""	""
AAEL002622	vitamin k-dependent gamma-carboxylase [Source:VB Community Annotation]	""
AAEL022000	""	""
AAEL026736	""	""
AAEL025813	""	""
AAEL012438	""	""
AAEL025984	""	""
AAEL024125	""	""
AAEL008678	""	""
AAEL018289	""	""
AAEL005111	""	""
AAEL024316	""	""
AAEL027012	""	""
AAEL025254	""	""
AAEL024014	""	""
AAEL026023	""	""
AAEL024235	""	""
AAEL014377	Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A1S4G1J0]	""
AAEL001215	""	""
AAEL002160	GTP-binding protein [Source:VB Community Annotation]	""
AAEL002000	zinc carboxypeptidase [Source:VB Community Annotation]	""
AAEL010193	""	""
AAEL027828	""	""
AAEL026679	""	""
AAEL025496	""	""
AAEL007476	makorin [Source:VB Community Annotation]	""
AAEL010905	""	""
AAEL003058	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL019482	""	""
AAEL011060	""	""
AAEL013548	""	""
AAEL019417	""	""
AAEL009180	GTP-binding protein rit [Source:UniProtKB/TrEMBL;Acc:A0A1S4FLW5]	""
AAEL020550	""	""
AAEL022279	""	""
AAEL021838	Myosin heavy chain [Source:UniProtKB/TrEMBL;Acc:W0FUL2]	""
AAEL017349	""	""
AAEL012252	""	""
AAEL027234	""	""
AAEL022387	""	""
AAEL012859	""	""
AAEL008945	""	""
AAEL027695	""	""
AAEL019419	""	""
AAEL008164	""	""
AAEL006508	""	""
AAEL003026	regulator of g protein signaling [Source:VB Community Annotation]	""
AAEL000956	""	""
AAEL005220	60S ribosomal protein L30 [Source:UniProtKB/TrEMBL;Acc:Q1HR35]	RpL30
AAEL002142	""	""
AAEL000281	""	""
AAEL027730	""	""
AAEL003187	Carboxy/choline esterase Alpha Esterase [Source:VB Community Annotation]	CCEAE4C
AAEL026824	""	""
AAEL000628	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:Q17NP4]	Or63
AAEL003646	""	""
AAEL024901	""	""
AAEL020614	""	""
AAEL002406	""	""
AAEL023230	""	""
AAEL023435	""	""
AAEL008583	Putative rna binding protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6J513]	""
AAEL024044	""	""
AAEL007913	sulfotransferase (sult) [Source:VB Community Annotation]	""
AAEL022811	""	""
AAEL024930	""	""
AAEL022341	""	""
AAEL020151	""	""
AAEL006907	""	""
AAEL005137	tetraspanin, putative [Source:VB Community Annotation]	""
AAEL006037	""	""
AAEL000180	mitochondrial ribosomal protein, L17 [Source:VB Community Annotation]	mRpL17
AAEL026171	""	""
AAEL025510	""	""
AAEL013439	""	""
AAEL026237	""	""
AAEL011494	odorant binding protein OBP48 [Source:VB Community Annotation]	OBP48
AAEL013893	odorant receptor (Or125) [Source:VB Community Annotation]	Or125
AAEL010063	chaperonin [Source:VB Community Annotation]	""
AAEL021383	""	""
AAEL026358	""	""
AAEL020200	""	""
AAEL020952	""	""
AAEL021417	""	""
AAEL002202	""	""
AAEL020187	""	""
AAEL000065	""	""
AAEL013992	""	""
AAEL026830	""	""
AAEL001594	""	""
AAEL020918	""	""
AAEL001050	""	""
AAEL021317	""	""
AAEL002892	protein kinase c, mu [Source:VB Community Annotation]	""
AAEL013966	ATP-dependent clp protease ATP-binding subunit clpx [Source:VB Community Annotation]	""
AAEL020305	""	""
AAEL027342	""	""
AAEL010087	26S proteasome alpha 3 subunit [Source:VB Community Annotation]	Prosalpha3
AAEL011705	""	""
AAEL026331	""	""
AAEL020636	""	""
AAEL014842	multiple inositol polyphosphate phosphatase [Source:VB Community Annotation]	""
AAEL025619	""	""
AAEL020887	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL017181	GPCR Muscarinic Acetylcholine Family [Source:VB Community Annotation]	GPRMAC1
AAEL026699	""	""
AAEL021894	""	""
AAEL008368	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:Q16Z13]	Or13
AAEL022997	""	""
AAEL023307	""	""
AAEL013883	""	""
AAEL022942	""	""
AAEL024134	""	""
AAEL010689	""	""
AAEL004763	""	""
AAEL025488	""	""
AAEL002207	""	""
AAEL027611	""	""
