GeneID	TranscriptID	GeneDescription	GeneName
AFUN000401	AFUN000401-RA	unspecified product	
AFUN000402	AFUN000402-RA	unspecified product	
AFUN000403	AFUN000403-RA	ZP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2L2]	
AFUN000404	AFUN000404-RA	DEAD box polypeptide [Source:Projected from Anopheles gambiae (AGAP005351) VB Community Annotation]	
AFUN000406	AFUN000406-RA	tyrosine-protein phosphatase non-receptor type [Source:Projected from Anopheles gambiae (AGAP005352) VB Community Annotation]	
AFUN000406	AFUN000406-RB	tyrosine-protein phosphatase non-receptor type [Source:Projected from Anopheles gambiae (AGAP005352) VB Community Annotation]	
AFUN000407	AFUN000407-RA	unspecified product	
AFUN000408	AFUN000408-RA	biogenesis of lysosome-related organelles complex 1 subunit [Source:Projected from Anopheles gambiae (AGAP005353) VB Community Annotation]	
AFUN000411	AFUN000411-RA	predicted G-protein coupled receptor GPCR [Source:Projected from Anopheles gambiae (AGAP005356) VB Community Annotation]	
AFUN000413	AFUN000413-RA	PQ loop repeat-containing protein [Source:Projected from Anopheles gambiae (AGAP005360) VB Community Annotation]	
AFUN000414	AFUN000414-RA	NF-X1-type zinc finger protein NFXL1 [Source:Projected from Anopheles gambiae (AGAP005362) VB Community Annotation]	
AFUN000415	AFUN000415-RA	unspecified product	
AFUN000416	AFUN000416-RA	protein BAT5 [Source:Projected from Anopheles gambiae (AGAP005364) VB Community Annotation]	
AFUN000417	AFUN000417-RA	ribosome biogenesis protein BRX1 [Source:Projected from Anopheles gambiae (AGAP005365) VB Community Annotation]	
AFUN000418	AFUN000418-RA	serine/arginine repetitive matrix protein [Source:Projected from Anopheles gambiae (AGAP005366) VB Community Annotation]	
AFUN000419	AFUN000419-RA	unspecified product	
AFUN000420	AFUN000420-RA	unspecified product	
AFUN000421	AFUN000421-RA	carboxylesterase beta esterase [Source:Projected from Anopheles gambiae (AGAP005370) VB Community Annotation]	
AFUN000423	AFUN000423-RA	BRCT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2N2]	
AFUN000424	AFUN000424-RA	60S ribosomal export protein NMD3 [Source:UniProtKB/TrEMBL;Acc:A0A182R2N3]	
AFUN000425	AFUN000425-RA	unspecified product	
AFUN000426	AFUN000426-RA	unspecified product	
AFUN000426	AFUN000426-RB	unspecified product	
AFUN000427	AFUN000427-RA	unspecified product	
AFUN000428	AFUN000428-RA	unspecified product	
AFUN000429	AFUN000429-RA	Beta-hexosaminidase [Source:UniProtKB/TrEMBL;Acc:A0A182R2N8]	
AFUN000430	AFUN000430-RA	Transcription initiation factor IIE subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182R2N9]	
AFUN000432	AFUN000432-RA	CRAL-TRIO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2P1]	
AFUN000433	AFUN000433-RA	cellular retinaldehyde binding protein [Source:Projected from Anopheles gambiae (AGAP005387) VB Community Annotation]	
AFUN000434	AFUN000434-RA	unspecified product	
AFUN000436	AFUN000436-RA	ATP-dependent RNA helicase DDX20 [Source:Projected from Anopheles gambiae (AGAP005391) VB Community Annotation]	
AFUN000437	AFUN000437-RA	Post-GPI attachment to proteins factor 3 [Source:UniProtKB/TrEMBL;Acc:A0A182R2P6]	
AFUN000438	AFUN000438-RA	Ras-related protein Rab-2A [Source:Projected from Anopheles gambiae (AGAP005393) VB Community Annotation]	
AFUN000440	AFUN000440-RA	unspecified product	
AFUN000441	AFUN000441-RA	unspecified product	
AFUN000443	AFUN000443-RA	unspecified product	
AFUN000447	AFUN000447-RA	Importin subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A182R2Q6]	
AFUN000448	AFUN000448-RA	Translation initiation factor 4G [Source:Projected from Anopheles gambiae (AGAP004750) UniProtKB/TrEMBL;Acc:A0A1S4GM12]	
AFUN000448	AFUN000448-RB	Translation initiation factor 4G [Source:Projected from Anopheles gambiae (AGAP004750) UniProtKB/TrEMBL;Acc:A0A1S4GM12]	
AFUN000449	AFUN000449-RA	coproporphyrinogen III oxidase [Source:Projected from Anopheles gambiae (AGAP004749) VB Community Annotation]	
AFUN000450	AFUN000450-RA	Uncharacterized protein C05D11.1 [Source:Projected from Anopheles gambiae (AGAP004747) VB Community Annotation]	
AFUN000451	AFUN000451-RA	THO complex subunit 5 [Source:UniProtKB/TrEMBL;Acc:A0A182R2R0]	Thoc5
AFUN000452	AFUN000452-RA	transcription elongation regulator [Source:Projected from Anopheles gambiae (AGAP004745) VB Community Annotation]	
AFUN000453	AFUN000453-RA	succinyl-CoA ligase beta subunit	skap
AFUN000454	AFUN000454-RA	Transmembrane emp24 domain-containing protein [Source:Projected from Anopheles gambiae (AGAP004743) VB Community Annotation]	
AFUN000456	AFUN000456-RA	trafficking protein particle complex [Source:Projected from Anopheles gambiae (AGAP000995) VB Community Annotation]	
AFUN000457	AFUN000457-RA	unspecified product	
AFUN000458	AFUN000458-RA	Pyruvate carboxylase [Source:Projected from Anopheles gambiae (AGAP004742) UniProtKB/TrEMBL;Acc:A7UUW7]	
AFUN000461	AFUN000461-RA	H/ACA ribonucleoprotein complex subunit [Source:Projected from Anopheles gambiae (AGAP004739) VB Community Annotation]	
AFUN000462	AFUN000462-RA	Rhomboid-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2S1]	
AFUN000463	AFUN000463-RA	Mitochondrial GTPase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182R2S2]	
AFUN000464	AFUN000464-RA	unspecified product	
AFUN000467	AFUN000467-RA	unspecified product	
AFUN000469	AFUN000469-RA	secretory phospholipase A2 [Source:Projected from Anopheles gambiae (AGAP004731) VB Community Annotation]	
AFUN000470	AFUN000470-RA	phospholipase A2, venom [Source:Projected from Anopheles gambiae (AGAP004730) VB Community Annotation]	
AFUN000471	AFUN000471-RA	unspecified product	
AFUN000472	AFUN000472-RA	unspecified product	
AFUN000473	AFUN000473-RA	unspecified product	
AFUN000474	AFUN000474-RA	gustatory receptor	Gr25
AFUN000475	AFUN000475-RA	Uncharacterized protein CG3556 [Source:Projected from Anopheles gambiae (AGAP004726) VB Community Annotation]	
AFUN000476	AFUN000476-RA	Eukaryotic translation initiation factor 3 subunit C [Source:UniProtKB/TrEMBL;Acc:A0A182R2T5]	
AFUN000477	AFUN000477-RA	Intraflagellar transport 74 homolog [Source:Projected from Anopheles gambiae (AGAP004724) VB Community Annotation]	
AFUN000478	AFUN000478-RA	chromobox protein homolog [Source:Projected from Anopheles gambiae (AGAP004723) VB Community Annotation]	
AFUN000482	AFUN000482-RA	CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP004719) VB Community Annotation]	
AFUN000483	AFUN000483-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2U2]	
AFUN000484	AFUN000484-RA	unspecified product	
AFUN000486	AFUN000486-RA	unspecified product	
AFUN000489	AFUN000489-RA	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial [Source:Projected from Anopheles gambiae (AGAP004715) VB Community Annotation]	
AFUN000490	AFUN000490-RA	Integrase catalytic domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2U9]	
AFUN000491	AFUN000491-RA	unspecified product	
AFUN000492	AFUN000492-RA	arginyl-tRNA synthetase [Source:Projected from Anopheles gambiae (AGAP004708) VB Community Annotation]	
AFUN000493	AFUN000493-RA	ATP-dependent RNA helicase DDX41 [Source:Projected from Anopheles gambiae (AGAP004711) VB Community Annotation]	
AFUN000494	AFUN000494-RA	voltage-gated sodium channel	
AFUN000495	AFUN000495-RA	unspecified product	
AFUN000496	AFUN000496-RA	DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182R2V5]	
AFUN000497	AFUN000497-RA	COMPASS component SPP1 [Source:Projected from Anopheles gambiae (AGAP004704) VB Community Annotation]	
AFUN000499	AFUN000499-RA	unspecified product	
AFUN000501	AFUN000501-RA	unspecified product	
AFUN000502	AFUN000502-RA	unspecified product	
AFUN000503	AFUN000503-RA	Pre-mRNA-splicing factor 38B [Source:Projected from Anopheles gambiae (AGAP004698) UniProtKB/TrEMBL;Acc:A0A1S4GMG8]	
AFUN000504	AFUN000504-RA	RAF proto-oncogene serine/threonine-protein kinase [Source:Projected from Anopheles gambiae (AGAP004699) VB Community Annotation]	
AFUN000505	AFUN000505-RA	Homeobox protein extradenticle [Source:Projected from Anopheles gambiae (AGAP004696) UniProtKB/Swiss-Prot;Acc:Q7PMT1]	
AFUN000506	AFUN000506-RA	unspecified product	
AFUN000507	AFUN000507-RA	ESCRT-I complex subunit MVB12 [Source:Projected from Anopheles gambiae (AGAP004695) VB Community Annotation]	
AFUN000508	AFUN000508-RA	unspecified product	
AFUN000510	AFUN000510-RA	unspecified product	
AFUN000511	AFUN000511-RA	gamma-tubulin complex component [Source:Projected from Anopheles gambiae (AGAP010956) VB Community Annotation]	
AFUN000514	AFUN000514-RA	unspecified product	
AFUN000515	AFUN000515-RA	PRELI domain-containing protein 1, mitochondrial [Source:Projected from Anopheles gambiae (AGAP010959) VB Community Annotation]	
AFUN000518	AFUN000518-RA	cytochrome P450	CYP6AK1
AFUN000518	AFUN000518-RB	cytochrome P450	CYP6AK1
AFUN000519	AFUN000519-RA	unspecified product	
AFUN000520	AFUN000520-RA	unspecified product	
AFUN000521	AFUN000521-RA	unspecified product	
AFUN000522	AFUN000522-RA	Ig-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2Y1]	
AFUN000523	AFUN000523-RA	protein N-terminal asparagine amidohydrolase [Source:Projected from Anopheles gambiae (AGAP010963) VB Community Annotation]	
AFUN000523	AFUN000523-RB	protein N-terminal asparagine amidohydrolase [Source:Projected from Anopheles gambiae (AGAP010963) VB Community Annotation]	
AFUN000527	AFUN000527-RA	Chaperonin containing TCP1 subunit [Source:Projected from Anopheles gambiae (AGAP008249) VB Community Annotation]	
AFUN000528	AFUN000528-RA	AP-1 complex subunit gamma [Source:Projected from Anopheles gambiae (AGAP029572) UniProtKB/TrEMBL;Acc:A0A453Z0F0]	
AFUN000529	AFUN000529-RA	Protein of unknown function DUF255 [Source:Projected from Anopheles gambiae (AGAP008252) UniProtKB/TrEMBL;Acc:A0A1S4GXQ3]	
AFUN000530	AFUN000530-RA	unspecified product	
AFUN000531	AFUN000531-RA	unspecified product	
AFUN000532	AFUN000532-RA	VWFC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R2Z1]	
AFUN000538	AFUN000538-RA	unspecified product	
AFUN000539	AFUN000539-RA	pre-mRNA-processing factor [Source:Projected from Anopheles gambiae (AGAP008263) VB Community Annotation]	
AFUN000540	AFUN000540-RA	Palmitoyltransferase [Source:Projected from Anopheles gambiae (AGAP008264) UniProtKB/TrEMBL;Acc:Q7Q471]	
AFUN000542	AFUN000542-RA	unspecified product	
AFUN000543	AFUN000543-RA	unspecified product	
AFUN000544	AFUN000544-RA	Ran GTPase-activating protein [Source:Projected from Anopheles gambiae (AGAP008267) VB Community Annotation]	
AFUN000545	AFUN000545-RA	Maternal tudor protein [Source:Projected from Anopheles gambiae (AGAP008268) VB Community Annotation]	
AFUN000546	AFUN000546-RA	unspecified product	
AFUN000547	AFUN000547-RA	Protein pelota homolog [Source:Projected from Anopheles gambiae (AGAP008269) UniProtKB/TrEMBL;Acc:A0A1S4GYG2]	
AFUN000548	AFUN000548-RA	unspecified product	
AFUN000549	AFUN000549-RA	THAP-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R308]	
AFUN000550	AFUN000550-RA	Secretion-regulating guanine nucleotide exchange factor [Source:Projected from Anopheles gambiae (AGAP008272) UniProtKB/TrEMBL;Acc:A0A1S4GXT1]	
AFUN000551	AFUN000551-RA	SH2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R310]	
AFUN000554	AFUN000554-RA	unspecified product	
AFUN000558	AFUN000558-RA	unspecified product	
AFUN000559	AFUN000559-RA	unspecified product	
AFUN000566	AFUN000566-RA	odorant-binding protein [Source:Projected from Anopheles gambiae (AGAP009065) VB Community Annotation]	
AFUN000567	AFUN000567-RA	unspecified product	
AFUN000568	AFUN000568-RA	unspecified product	
AFUN000569	AFUN000569-RA	SVWC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R328]	
AFUN000570	AFUN000570-RA	unspecified product	
AFUN000578	AFUN000578-RA	copper chaperone for superoxide dismutase	Ccs
AFUN000579	AFUN000579-RA	Fanconi_A_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R338]	
AFUN000580	AFUN000580-RA	nuclear transport factor [Source:Projected from Anopheles gambiae (AGAP007024) VB Community Annotation]	
AFUN000581	AFUN000581-RA	Protein cueball [Source:Projected from Anopheles gambiae (AGAP007023) UniProtKB/Swiss-Prot;Acc:Q7QIQ6]	
AFUN000582	AFUN000582-RA	unspecified product	
AFUN000583	AFUN000583-RA	unspecified product	
AFUN000584	AFUN000584-RA	Thioredoxin peroxidase 5 [Source:UniProtKB/TrEMBL;Acc:A0A182R343]	TPX5
AFUN000585	AFUN000585-RA	strumpellin [Source:Projected from Anopheles gambiae (AGAP007019) VB Community Annotation]	
AFUN000586	AFUN000586-RA	Homeobox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R345]	
AFUN000588	AFUN000588-RA	Amino_oxidase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R347]	
AFUN000592	AFUN000592-RA	unspecified product	
AFUN000592	AFUN000592-RB	unspecified product	
AFUN000592	AFUN000592-RC	unspecified product	
AFUN000593	AFUN000593-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R352]	
AFUN000597	AFUN000597-RA	unspecified product	
AFUN000601	AFUN000601-RA	unspecified product	
AFUN000602	AFUN000602-RA	60S ribosomal protein L26	RpL26
AFUN000603	AFUN000603-RA	unspecified product	
AFUN000604	AFUN000604-RA	unspecified product	
AFUN000605	AFUN000605-RA	39S ribosomal protein L27, mitochondrial	mRpL27
AFUN000606	AFUN000606-RA	unspecified product	
AFUN000607	AFUN000607-RA	DNA damage-binding protein [Source:Projected from Anopheles gambiae (AGAP002472) VB Community Annotation]	
AFUN000608	AFUN000608-RA	V-type proton ATPase subunit F [Source:UniProtKB/TrEMBL;Acc:A0A182R367]	
AFUN000609	AFUN000609-RA	Cleavage and polyadenylation specificity factor subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A182R368]	
AFUN000610	AFUN000610-RA	unspecified product	
AFUN000612	AFUN000612-RA	cyclin B [Source:Projected from Anopheles gambiae (AGAP002478) VB Community Annotation]	
AFUN000613	AFUN000613-RA	5-aminolevulinate synthase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AL89]	
AFUN000613	AFUN000613-RB	5-aminolevulinate synthase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AL89]	
AFUN000613	AFUN000613-RC	5-aminolevulinate synthase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AL89]	
AFUN000614	AFUN000614-RA	protein transport protein SEC13 [Source:Projected from Anopheles gambiae (AGAP003183) VB Community Annotation]	
AFUN000616	AFUN000616-RA	cyclin-dependent kinase-like [Source:Projected from Anopheles gambiae (AGAP003180) VB Community Annotation]	
AFUN000617	AFUN000617-RA	unspecified product	
AFUN000618	AFUN000618-RA	E3 ubiquitin-protein ligase synoviolin [Source:Projected from Anopheles gambiae (AGAP003179) VB Community Annotation]	
AFUN000619	AFUN000619-RA	glutaredoxin	GRX2
AFUN000620	AFUN000620-RA	Rho-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R379]	
AFUN000621	AFUN000621-RA	Upstream transcription factor 2/L-myc-2 [Source:Projected from Anopheles gambiae (AGAP003177) VB Community Annotation]	
AFUN000622	AFUN000622-RA	solute carrier family 23 (nucleobase transporter) [Source:Projected from Anopheles gambiae (AGAP003176) VB Community Annotation]	
AFUN000623	AFUN000623-RA	Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R382]	
AFUN000624	AFUN000624-RA	nucleolar protein [Source:Projected from Anopheles gambiae (AGAP003171) VB Community Annotation]	
AFUN000625	AFUN000625-RA	unspecified product	
AFUN000626	AFUN000626-RA	Isocitrate dehydrogenase [NADP] [Source:UniProtKB/TrEMBL;Acc:A0A182R385]	
AFUN000627	AFUN000627-RA	NAD(P) transhydrogenase [Source:Projected from Anopheles gambiae (AGAP003167) VB Community Annotation]	
AFUN000628	AFUN000628-RA	unspecified product	
AFUN000631	AFUN000631-RA	unspecified product	
AFUN000632	AFUN000632-RA	unspecified product	
AFUN000634	AFUN000634-RA	aurora kinase, other [Source:Projected from Anopheles gambiae (AGAP007855) VB Community Annotation]	
AFUN000638	AFUN000638-RA	Aconitate hydratase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182R397]	
AFUN000639	AFUN000639-RA	unspecified product	
AFUN000640	AFUN000640-RA	unspecified product	
AFUN000645	AFUN000645-RA	unspecified product	
AFUN000646	AFUN000646-RA	dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Anopheles gambiae (AGAP007847) VB Community Annotation]	
AFUN000648	AFUN000648-RA	unspecified product	
AFUN000650	AFUN000650-RA	endonuclease G, mitochondrial [Source:Projected from Anopheles gambiae (AGAP007845) VB Community Annotation]	
AFUN000651	AFUN000651-RA	aspartyl-tRNA synthetase [Source:Projected from Anopheles gambiae (AGAP007844) VB Community Annotation]	
AFUN000652	AFUN000652-RA	O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182R3B1]	
AFUN000653	AFUN000653-RA	F-type H+-transporting ATPase subunit delta [Source:Projected from Anopheles gambiae (AGAP007841) VB Community Annotation]	
AFUN000658	AFUN000658-RA	unspecified product	
AFUN000659	AFUN000659-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:A0A182R3B8]	
AFUN000660	AFUN000660-RA	CAP-ZIP_m domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R3B9]	
AFUN000661	AFUN000661-RA	PRKCA-binding protein [Source:Projected from Anopheles gambiae (AGAP007832) VB Community Annotation]	
AFUN000662	AFUN000662-RA	unspecified product	
AFUN000665	AFUN000665-RA	unspecified product	
AFUN000667	AFUN000667-RA	unspecified product	
AFUN000668	AFUN000668-RA	DUF4219 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R3C7]	
AFUN000669	AFUN000669-RA	3'-5' exonuclease domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R3C8]	
AFUN000676	AFUN000676-RA	polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [Source:Projected from Anopheles gambiae (AGAP005161) VB Community Annotation]	
AFUN000679	AFUN000679-RA	glucosyl/glucuronosyl transferases [Source:Projected from Anopheles gambiae (AGAP005163) VB Community Annotation]	
AFUN000680	AFUN000680-RA	unspecified product	
AFUN000686	AFUN000686-RA	unspecified product	
AFUN000688	AFUN000688-RA	unspecified product	
AFUN000689	AFUN000689-RA	Cytochrome b561 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R3E8]	
AFUN000690	AFUN000690-RA	unspecified product	
AFUN000691	AFUN000691-RA	unspecified product	
AFUN000692	AFUN000692-RA	Tctex1 domain-containing protein [Source:Projected from Anopheles gambiae (AGAP005171) VB Community Annotation]	
AFUN000697	AFUN000697-RA	unspecified product	
AFUN000698	AFUN000698-RA	unspecified product	
AFUN000699	AFUN000699-RA	unspecified product	
AFUN000700	AFUN000700-RA	wengen [Source:Projected from Anopheles gambiae (AGAP000728) VB Community Annotation]	
AFUN000701	AFUN000701-RA	unspecified product	
AFUN000704	AFUN000704-RA	unspecified product	
AFUN000705	AFUN000705-RA	cytoplasmic dynein 1 light intermediate chain [Source:Projected from Anopheles gambiae (AGAP000723) VB Community Annotation]	
