Gene_stable_ID	Gene_name	Gene_description
AGAP000485	""	venom allergen [Source:VB Community Annotation]
AGAP000488	""	homeobox protein Nkx-5 [Source:VB Community Annotation]
AGAP000489	""	Eph receptor B1 [Source:VB Community Annotation]
AGAP000491	""	HIG1 domain family member 2A [Source:VB Community Annotation]
AGAP000492	""	cell division cycle 14 [Source:VB Community Annotation]
AGAP000493	""	""
AGAP000494	""	""
AGAP000494	""	""
AGAP000495	""	SUMO-conjugating enzyme UBC9 [Source:VB Community Annotation]
AGAP000496	""	geminin [Source:VB Community Annotation]
AGAP000497	""	""
AGAP000498	""	nuclear transport factor 2 [Source:VB Community Annotation]
AGAP000498	""	nuclear transport factor 2 [Source:VB Community Annotation]
AGAP000499	""	""
AGAP000500	Cpr	NADPH cytochrome P450 reductase [Source:VB Community Annotation]
AGAP000500	Cpr	NADPH cytochrome P450 reductase [Source:VB Community Annotation]
AGAP000500	Cpr	NADPH cytochrome P450 reductase [Source:VB Community Annotation]
AGAP000500	Cpr	NADPH cytochrome P450 reductase [Source:VB Community Annotation]
AGAP000501	""	""
AGAP000502	""	""
AGAP000504	""	""
AGAP000506	ABCG2	ATP-binding cassette transporter (ABC transporter) family G member 2 [Source:VB Community Annotation]
AGAP000507	""	""
AGAP000508	mRpL22	39S ribosomal protein L22, mitochondrial [Source:VB Community Annotation]
AGAP000509	""	Post-GPI attachment to proteins factor 2-like [Source:VB Community Annotation]
AGAP000512	""	transcriptional enhancer factor [Source:VB Community Annotation]
AGAP000512	""	transcriptional enhancer factor [Source:VB Community Annotation]
AGAP000513	""	dipeptidase E [Source:VB Community Annotation]
AGAP000513	""	dipeptidase E [Source:VB Community Annotation]
AGAP000514	""	Protein MAK16 homolog [Source:UniProtKB/TrEMBL;Acc:Q7PRY6]
AGAP000515	""	enhancer of rudimentary protein [Source:VB Community Annotation]
AGAP000516	""	enhancer of rudimentary protein [Source:VB Community Annotation]
AGAP000519	""	diacylglycerol kinase (ATP dependent) [Source:VB Community Annotation]
AGAP000520	""	""
AGAP000521	""	""
AGAP000522	""	""
AGAP000523	""	F-type H+-transporting ATPase subunit c [Source:VB Community Annotation]
AGAP000526	""	translation initiation factor 4B [Source:VB Community Annotation]
AGAP000528	""	""
AGAP000529	""	vacuolar protein sorting-associated protein 16-like protein [Source:VB Community Annotation]
AGAP000530	""	Werner Syndrome-like exonuclease [Source:VB Community Annotation]
AGAP000530	""	Werner Syndrome-like exonuclease [Source:VB Community Annotation]
AGAP000531	""	lipoyl(octanoyl) transferase [Source:VB Community Annotation]
AGAP000532	""	histone deacetylase 6/10 [Source:VB Community Annotation]
AGAP000532	""	histone deacetylase 6/10 [Source:VB Community Annotation]
AGAP000533	""	""
AGAP000534	""	glutathione synthase [Source:VB Community Annotation]
AGAP000534	""	glutathione synthase [Source:VB Community Annotation]
AGAP000535	""	""
AGAP000536	PGRPS1	peptidoglycan recognition protein (short) [Source:VB Community Annotation]
AGAP000537	TWDL8	cuticular protein TWDL family (TWDL8) [Source:VB Community Annotation]
AGAP000538	TWDL9	cuticular protein TWDL family (TWDL9) [Source:VB Community Annotation]
AGAP000539	""	""
AGAP000540	""	proton-coupled amino acid transporter [Source:VB Community Annotation]
AGAP000541	RpS15a-1	40S ribosomal protein S15a [Source:VB Community Annotation]
AGAP000541	RpS15a-1	40S ribosomal protein S15a [Source:VB Community Annotation]
AGAP000543	""	vitamin-K-epoxide reductase (warfarin-sensitive) [Source:VB Community Annotation]
AGAP000544	""	solute carrier family 35, member E1 [Source:VB Community Annotation]
AGAP000545	""	""
AGAP000546	""	acyl-CoA-binding protein [Source:VB Community Annotation]
AGAP000547	""	rabenosyn-5 [Source:VB Community Annotation]
AGAP000548	SG1b	salivary gland protein 1-like 2 [Source:VB Community Annotation]
AGAP000549	""	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [Source:VB Community Annotation]
AGAP000550	""	""
AGAP000551	""	2-oxoglutarate dehydrogenase E1 component DHKTD1 [Source:VB Community Annotation]
AGAP000552	""	TBC domain-containing protein kinase-like protein [Source:VB Community Annotation]
AGAP000553	white	protein white [Source:VB Community Annotation]
AGAP000554	""	""
AGAP000555	mal	Molybdenum cofactor sulfurase [Source:UniProtKB/Swiss-Prot;Acc:Q7QFL7]
AGAP000556	""	selenoprotein W-related protein [Source:VB Community Annotation]
AGAP000558	""	mannosyl-oligosaccharide alpha-1,2-mannosidase [Source:VB Community Annotation]
AGAP000558	""	mannosyl-oligosaccharide alpha-1,2-mannosidase [Source:VB Community Annotation]
AGAP000559	""	""
AGAP000560	""	spastic paraplegia 7 [Source:VB Community Annotation]
AGAP000561	""	kinesin family member 5 [Source:VB Community Annotation]
AGAP000562	Moe	Moesin/ezrin/radixin homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7PS12]
AGAP000562	Moe	Moesin/ezrin/radixin homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7PS12]
AGAP000562	Moe	Moesin/ezrin/radixin homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7PS12]
AGAP000563	""	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein [Source:VB Community Annotation]
AGAP000564	""	C-factor [Source:VB Community Annotation]
AGAP000565	TRXR	thioredoxin reductase [Source:VB Community Annotation]
AGAP000565	TRXR	thioredoxin reductase [Source:VB Community Annotation]
AGAP000565	TRXR	thioredoxin reductase [Source:VB Community Annotation]
AGAP000566	""	""
AGAP000566	""	""
AGAP000567	""	palmitoyltransferase ZDHHC9 [Source:VB Community Annotation]
AGAP000567	""	palmitoyltransferase ZDHHC9 [Source:VB Community Annotation]
AGAP000569	""	forkhead box protein P [Source:VB Community Annotation]
AGAP000569	""	forkhead box protein P [Source:VB Community Annotation]
AGAP000570	""	""
AGAP000571	CLIPC5	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP000572	CLIPC10	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP000573	CLIPC4	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP000573	CLIPC4	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP000574	""	PDGF- and VEGF-related factor 1 [Source:VB Community Annotation]
AGAP000575	""	kinesin family member 4/7/21/27 [Source:VB Community Annotation]
AGAP000575	""	kinesin family member 4/7/21/27 [Source:VB Community Annotation]
AGAP000576	""	""
AGAP000577	""	AMP deaminase [Source:VB Community Annotation]
AGAP000577	""	AMP deaminase [Source:VB Community Annotation]
AGAP000577	""	AMP deaminase [Source:VB Community Annotation]
AGAP000577	""	AMP deaminase [Source:VB Community Annotation]
AGAP000578	""	""
AGAP000579	""	Niemann-Pick C1 protein [Source:VB Community Annotation]
AGAP000580	OBP38	odorant-binding protein 38 [Source:VB Community Annotation]
AGAP000581	""	""
AGAP000585	""	""
AGAP000586	""	""
AGAP000587	""	""
AGAP000588	""	""
AGAP000589	""	poly(ADP-ribose) glycohydrolase [Source:VB Community Annotation]
AGAP000591	""	decaprenyl-diphosphate synthase subunit 1 [Source:VB Community Annotation]
AGAP000592	""	""
AGAP000594	""	""
AGAP000595	""	lysophosphatidylcholine acyltransferase 2B [Source:VB Community Annotation]
AGAP000596	""	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [Source:VB Community Annotation]
AGAP000596	""	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [Source:VB Community Annotation]
AGAP000596	""	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [Source:VB Community Annotation]
AGAP000597	""	DNA cross-link repair 1C protein [Source:VB Community Annotation]
AGAP000598	""	scaffold protein Nfu/NifU [Source:VB Community Annotation]
AGAP000599	""	XK-related protein [Source:UniProtKB/TrEMBL;Acc:Q7QFP3]
AGAP000601	""	protein halfway [Source:VB Community Annotation]
AGAP000601	""	protein halfway [Source:VB Community Annotation]
AGAP000602	""	phosphoinositide-3-kinase, regulatory subunit 4 [Source:VB Community Annotation]
AGAP000603	""	""
AGAP000604	""	""
AGAP000605	""	""
AGAP000606	GPRNNA19	putative GPCR class a orphan receptor 19 [Source:VB Community Annotation]
AGAP000607	SG1c	salivary gland protein 1-like 3 [Source:VB Community Annotation]
AGAP000609	SG1e	salivary gland protein 1-like 5 [Source:VB Community Annotation]
AGAP000610	SG1f	salivary gland protein 1-like 6 [Source:VB Community Annotation]
AGAP000611	SG1d	salivary gland protein 1-like 4 [Source:VB Community Annotation]
AGAP000612	SG1	salivary gland protein 1 [Source:VB Community Annotation]
AGAP000614	""	""
AGAP000615	""	""
AGAP000616	""	26S proteasome regulatory subunit T5 [Source:VB Community Annotation]
AGAP000617	""	dual specificity phosphatase [Source:VB Community Annotation]
AGAP000617	""	dual specificity phosphatase [Source:VB Community Annotation]
AGAP000618	""	succinate dehydrogenase (ubiquinone) membrane anchor subunit [Source:VB Community Annotation]
AGAP000619	""	inhibitor of growth protein 3 [Source:VB Community Annotation]
AGAP000620	""	""
AGAP000621	""	carboxypeptidase A1 [Source:VB Community Annotation]
AGAP000622	""	""
AGAP000622	""	""
AGAP000623	""	DNA ligase 4 [Source:VB Community Annotation]
AGAP000624	""	""
AGAP000625	""	vacuolar protein-sorting-associated protein 4 [Source:VB Community Annotation]
AGAP000626	""	Vesicle-associated membrane protein-associated protein B [Source:VB Community Annotation]
AGAP000627	""	casein kinase 1, alpha [Source:VB Community Annotation]
AGAP000627	""	casein kinase 1, alpha [Source:VB Community Annotation]
AGAP000627	""	casein kinase 1, alpha [Source:VB Community Annotation]
AGAP000628	""	""
AGAP000629	""	""
AGAP000630	""	""
AGAP000631	""	integrator complex subunit 6 [Source:VB Community Annotation]
AGAP000633	""	""
AGAP000634	""	Regulator of telomere elongation helicase 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7QEI1]
AGAP000635	""	""
AGAP000636	""	""
AGAP000637	""	solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) [Source:VB Community Annotation]
AGAP000638	OBP32	odorant-binding protein 32 [Source:VB Community Annotation]
AGAP000639	""	tRNA dimethylallyltransferase [Source:VB Community Annotation]
AGAP000640	OBP33	odorant-binding protein 33 [Source:VB Community Annotation]
AGAP000641	OBP34	odorant-binding protein 34 [Source:VB Community Annotation]
AGAP000642	OBP35	odorant-binding protein 35 [Source:VB Community Annotation]
AGAP000643	OBP36	odorant-binding protein 36 [Source:VB Community Annotation]
AGAP000644	OBP37	odorant-binding protein 37 [Source:VB Community Annotation]
AGAP000646	""	Myc proto-oncogene protein [Source:VB Community Annotation]
AGAP000647	""	""
AGAP000648	""	""
AGAP000649	""	epimerase [Source:VB Community Annotation]
AGAP000650	""	ribonucleases P/MRP protein subunit RPP40 [Source:VB Community Annotation]
AGAP000651	Actin5C	Actin-5C [Source:UniProtKB/Swiss-Prot;Acc:P84185]
AGAP000651	Actin5C	Actin-5C [Source:UniProtKB/Swiss-Prot;Acc:P84185]
AGAP000651	Actin5C	Actin-5C [Source:UniProtKB/Swiss-Prot;Acc:P84185]
AGAP000652	mRpL38	39S ribosomal protein L38, mitochondrial [Source:VB Community Annotation]
AGAP000653	""	xenotropic and polytropic retrovirus receptor 1 [Source:VB Community Annotation]
AGAP000654	RpS30	40S ribosomal protein S30 [Source:UniProtKB/TrEMBL;Acc:Q7QEH2]
AGAP000655	RpS14-1	40S ribosomal protein S14a [Source:UniProtKB/Swiss-Prot;Acc:Q7QEH1]
AGAP000656	""	Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QEH0]
AGAP000657	""	amiloride-sensitive sodium channel [Source:VB Community Annotation]
AGAP000658	GPRGHP3	putative growth hormone releasing hormone receptor 3 [Source:VB Community Annotation]
AGAP000659	""	Sidekick homolog 2 [Source:VB Community Annotation]
AGAP000660	""	""
AGAP000662	""	forkhead box protein K [Source:VB Community Annotation]
AGAP000662	""	forkhead box protein K [Source:VB Community Annotation]
AGAP000662	""	forkhead box protein K [Source:VB Community Annotation]
AGAP000663	""	solute carrier family 41 [Source:VB Community Annotation]
AGAP000663	""	solute carrier family 41 [Source:VB Community Annotation]
AGAP000666	""	ubiquitin carboxyl-terminal hydrolase 16/45 [Source:VB Community Annotation]
AGAP000667	GPRDOP2	GPCR Dopamine Family 2 [Source:VB Community Annotation]
AGAP000668	""	bromodomain adjacent to zinc finger domain protein 1A [Source:VB Community Annotation]
AGAP000669	""	""
AGAP000670	""	periplasmic divalent cation tolerance protein [Source:VB Community Annotation]
AGAP000671	""	Ras-related protein Rab-10 [Source:VB Community Annotation]
AGAP000672	""	Obg-like ATPase 1 [Source:UniProtKB/TrEMBL;Acc:Q7QEG0]
AGAP000672	""	Obg-like ATPase 1 [Source:UniProtKB/TrEMBL;Acc:Q7QEG0]
AGAP000673	""	""
AGAP000674	""	transcription factor Sp, invertebrate [Source:VB Community Annotation]
AGAP000675	""	uncharacterized protein FAM107B [Source:VB Community Annotation]
AGAP000675	""	uncharacterized protein FAM107B [Source:VB Community Annotation]
AGAP000675	""	uncharacterized protein FAM107B [Source:VB Community Annotation]
AGAP000676	""	""
AGAP000678	""	WD repeat-containing protein 68 [Source:VB Community Annotation]
AGAP000678	""	WD repeat-containing protein 68 [Source:VB Community Annotation]
AGAP000679	""	Aminoacylase [Source:UniProtKB/TrEMBL;Acc:Q7QEF5]
AGAP000680	""	""
AGAP000681	""	tRNA:m4X modification enzyme [Source:VB Community Annotation]
AGAP000682	""	MAX-like protein X [Source:VB Community Annotation]
AGAP000684	""	""
AGAP000685	""	""
AGAP000686	""	""
AGAP000687	""	""
AGAP000688	""	carbonic anhydrase-related protein 10 [Source:VB Community Annotation]
AGAP000689	""	""
AGAP000690	""	""
AGAP000691	""	""
AGAP000692	CEC2	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000693	CEC1	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000694	CEC3	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000695	""	""
AGAP000696	""	""
AGAP000696	""	""
AGAP000696	""	""
AGAP000697	""	""
AGAP000697	""	""
AGAP000698	""	""
AGAP000699	""	""
AGAP000699	""	""
AGAP000700	""	Vesicle-associated membrane protein 7 [Source:VB Community Annotation]
AGAP000700	""	Vesicle-associated membrane protein 7 [Source:VB Community Annotation]
AGAP000700	""	Vesicle-associated membrane protein 7 [Source:VB Community Annotation]
AGAP000702	""	""
AGAP000703	""	""
AGAP000704	""	cell cycle control protein 50A [Source:VB Community Annotation]
AGAP000705	""	protein DJ-1 [Source:VB Community Annotation]
AGAP000706	""	""
AGAP000707	""	""
AGAP000708	""	phosphorylase kinase alpha/beta subunit [Source:VB Community Annotation]
AGAP000708	""	phosphorylase kinase alpha/beta subunit [Source:VB Community Annotation]
AGAP000711	""	""
AGAP000713	""	""
AGAP000714	IR7n	ionotropic receptor IR7n [Source:VB Community Annotation]
AGAP000715	""	carbonic anhydrase-related protein 10 [Source:VB Community Annotation]
AGAP000717	""	""
AGAP000718	""	""
AGAP000719	Ahcy13	Adenosylhomocysteinase [Source:UniProtKB/Swiss-Prot;Acc:O76757]
AGAP000720	""	neuronal cell adhesion molecule [Source:VB Community Annotation]
AGAP000720	""	neuronal cell adhesion molecule [Source:VB Community Annotation]
AGAP000721	""	V-type H+-transporting ATPase subunit AC39 [Source:VB Community Annotation]
AGAP000723	""	cytoplasmic dynein 1 light intermediate chain 2 [Source:VB Community Annotation]
AGAP000724	""	""
AGAP000725	""	aryl hydrocarbon receptor interacting protein [Source:VB Community Annotation]
AGAP000726	""	""
AGAP000727	""	adenylate cyclase 1 [Source:VB Community Annotation]
AGAP000728	""	wengen [Source:VB Community Annotation]
AGAP000731	""	""
AGAP000732	""	Synaptic vesicle protein [Source:VB Community Annotation]
AGAP000733	""	UV excision repair protein RAD23 [Source:VB Community Annotation]
AGAP000734	""	""
AGAP000735	""	histidyl-tRNA synthetase [Source:VB Community Annotation]
AGAP000735	""	histidyl-tRNA synthetase [Source:VB Community Annotation]
AGAP000736	""	""
AGAP000737	""	protein SPT2 [Source:VB Community Annotation]
AGAP000738	""	Suppressor of defective silencing 3 homolog [Source:VB Community Annotation]
AGAP000739	RpS10	40S ribosomal protein S10 [Source:VB Community Annotation]
AGAP000740	""	GDP-D-glucose phosphorylase C15orf58 homolog [Source:VB Community Annotation]
AGAP000741	""	""
AGAP000743	""	""
AGAP000744	""	""
AGAP000745	""	""
AGAP000747	""	mitogen-activated protein kinase kinase kinase 5 [Source:VB Community Annotation]
AGAP000747	""	mitogen-activated protein kinase kinase kinase 5 [Source:VB Community Annotation]
AGAP000747	""	mitogen-activated protein kinase kinase kinase 5 [Source:VB Community Annotation]
AGAP000748	""	Muscular protein 20 [Source:VB Community Annotation]
AGAP000748	""	Muscular protein 20 [Source:VB Community Annotation]
AGAP000749	""	Muscular protein 20 [Source:VB Community Annotation]
AGAP000750	""	""
AGAP000751	""	mitotic spindle assembly checkpoint protein MAD2 [Source:VB Community Annotation]
AGAP000752	""	acyl-CoA-binding domain-containing protein 6 [Source:VB Community Annotation]
AGAP000754	""	""
AGAP000755	""	""
AGAP000756	""	carboxypeptidase M [Source:VB Community Annotation]
AGAP000756	""	carboxypeptidase M [Source:VB Community Annotation]
AGAP000757	""	peptide-O-fucosyltransferase [Source:VB Community Annotation]
AGAP000758	""	""
AGAP000759	mRpL32	39S ribosomal protein L32, mitochondrial [Source:VB Community Annotation]
AGAP000760	""	alkylated DNA repair protein alkB homolog 7 [Source:VB Community Annotation]
AGAP000760	""	alkylated DNA repair protein alkB homolog 7 [Source:VB Community Annotation]
AGAP000760	""	alkylated DNA repair protein alkB homolog 7 [Source:VB Community Annotation]
