GeneID	GeneDescription	GeneName	TranscriptID
AAEL004492	cyclin-dependent kinases regulatory subunit. putative [Source:VB Community Annotation]		AAEL004492-RA
AAEL022748			AAEL022748-RA
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta) [Source:VB Community Annotation]		AAEL010343-RB
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta) [Source:VB Community Annotation]		AAEL010343-RC
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta) [Source:VB Community Annotation]		AAEL010343-RD
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta) [Source:VB Community Annotation]		AAEL010343-RE
AAEL010343	aryl hydrocarbon receptor nuclear translocator (arnt protein) (hypoxia-inducible factor 1 beta) [Source:VB Community Annotation]		AAEL010343-RF
AAEL027813			AAEL027813-RA
AAEL026248			AAEL026248-RA
AAEL010390	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL010390-RA
AAEL023433			AAEL023433-RA
AAEL009894	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	LRIM21	AAEL009894-RB
AAEL009894	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	LRIM21	AAEL009894-RC
AAEL021568			AAEL021568-RA
AAEL002458	pupal cuticle protein, putative [Source:VB Community Annotation]		AAEL002458-RB
AAEL008921	myosin regulatory light chain 2 smooth muscle [Source:VB Community Annotation]		AAEL008921-RD
AAEL008921	myosin regulatory light chain 2 smooth muscle [Source:VB Community Annotation]		AAEL008921-RE
AAEL008921	myosin regulatory light chain 2 smooth muscle [Source:VB Community Annotation]		AAEL008921-RF
AAEL008921	myosin regulatory light chain 2 smooth muscle [Source:VB Community Annotation]		AAEL008921-RG
AAEL008786	caax prenyl protease ste24 [Source:VB Community Annotation]		AAEL008786-RA
AAEL004161			AAEL004161-RA
AAEL022973			AAEL022973-RA
AAEL026128			AAEL026128-RA
AAEL007832	GPCR Muscarinic Acetylcholine Family [Source:VB Community Annotation]	GPRMAC2	AAEL007832-RB
AAEL027324			AAEL027324-RA
AAEL026322			AAEL026322-RA
AAEL013600	integrin alpha-ps [Source:VB Community Annotation]		AAEL013600-RB
AAEL013600	integrin alpha-ps [Source:VB Community Annotation]		AAEL013600-RC
AAEL013600	integrin alpha-ps [Source:VB Community Annotation]		AAEL013600-RD
AAEL013600	integrin alpha-ps [Source:VB Community Annotation]		AAEL013600-RE
AAEL010461			AAEL010461-RB
AAEL008098	PIWI [Source:VB Community Annotation]	PIWI2	AAEL008098-RA
AAEL018308			AAEL018308-RA
AAEL019553			AAEL019553-RA
AAEL019553			AAEL019553-RB
AAEL019553			AAEL019553-RC
AAEL019589			AAEL019589-RA
AAEL019589			AAEL019589-RB
AAEL019589			AAEL019589-RC
AAEL019589			AAEL019589-RD
AAEL019589			AAEL019589-RE
AAEL019589			AAEL019589-RF
AAEL019589			AAEL019589-RG
AAEL019589			AAEL019589-RH
AAEL019589			AAEL019589-RI
AAEL019589			AAEL019589-RJ
AAEL019589			AAEL019589-RK
AAEL017467			AAEL017467-RB
AAEL013251	Protein quiver [Source:UniProtKB/TrEMBL;Acc:A0A1S4FYE1]		AAEL013251-RB
AAEL013251	Protein quiver [Source:UniProtKB/TrEMBL;Acc:A0A1S4FYE1]		AAEL013251-RC
AAEL013251	Protein quiver [Source:UniProtKB/TrEMBL;Acc:A0A1S4FYE1]		AAEL013251-RA
AAEL027806			AAEL027806-RA
AAEL003079	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL003079-RB
AAEL012387			AAEL012387-RA
AAEL003647	GPCR Neurokinin/Tachykinin Family [Source:VB Community Annotation]	GPRNPR3	AAEL003647-RB
AAEL003647	GPCR Neurokinin/Tachykinin Family [Source:VB Community Annotation]	GPRNPR3	AAEL003647-RC
AAEL003647	GPCR Neurokinin/Tachykinin Family [Source:VB Community Annotation]	GPRNPR3	AAEL003647-RD
AAEL023141			AAEL023141-RA
AAEL023141			AAEL023141-RB
AAEL023141			AAEL023141-RC
AAEL023141			AAEL023141-RD
AAEL023141			AAEL023141-RE
AAEL023141			AAEL023141-RF
AAEL021352			AAEL021352-RA
AAEL027653			AAEL027653-RA
AAEL025385			AAEL025385-RA
AAEL023263			AAEL023263-RA
AAEL006782	histone-arginine methyltransferase CARMER [Source:VB Community Annotation]	Carm1	AAEL006782-RA
AAEL006782	histone-arginine methyltransferase CARMER [Source:VB Community Annotation]	Carm1	AAEL006782-RB
AAEL006782	histone-arginine methyltransferase CARMER [Source:VB Community Annotation]	Carm1	AAEL006782-RC
AAEL024783	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]		AAEL024783-RA
AAEL003528	cdc73 domain protein [Source:VB Community Annotation]		AAEL003528-RA
AAEL020471			AAEL020471-RA
AAEL024315			AAEL024315-RA
AAEL027050	Putative 52k active chromatin boundary protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYK3]		AAEL027050-RA
AAEL013458	glutamine synthetase 1, 2 (glutamate-amonia ligase) (gs) [Source:VB Community Annotation]		AAEL013458-RF
AAEL013458	glutamine synthetase 1, 2 (glutamate-amonia ligase) (gs) [Source:VB Community Annotation]		AAEL013458-RE
AAEL013458	glutamine synthetase 1, 2 (glutamate-amonia ligase) (gs) [Source:VB Community Annotation]		AAEL013458-RD
AAEL013458	glutamine synthetase 1, 2 (glutamate-amonia ligase) (gs) [Source:VB Community Annotation]		AAEL013458-RC
AAEL021983	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL021983-RA
AAEL014393	Lactoylglutathione lyase [Source:UniProtKB/TrEMBL;Acc:A0A1S4G1K4]		AAEL014393-RB
AAEL014393	Lactoylglutathione lyase [Source:UniProtKB/TrEMBL;Acc:A0A1S4G1K4]		AAEL014393-RA
AAEL005315			AAEL005315-RB
AAEL010582	glutathione transferase [Source:VB Community Annotation]	GSTD11	AAEL010582-RA
AAEL021339			AAEL021339-RA
AAEL021339			AAEL021339-RB
AAEL021339			AAEL021339-RC
AAEL021339			AAEL021339-RD
AAEL021339			AAEL021339-RE
AAEL021339			AAEL021339-RF
AAEL002827	ATP synthase beta subunit [Source:VB Community Annotation]		AAEL002827-RA
AAEL009841			AAEL009841-RB
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RB
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RC
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RD
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RE
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RF
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RG
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RH
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RI
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RJ
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RK
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RL
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RM
AAEL005478	flavohemoprotein B5/b5r [Source:VB Community Annotation]		AAEL005478-RN
AAEL017246	odorant receptor - partial [Source:VB Community Annotation]	Or86	AAEL017246-RA
AAEL021674			AAEL021674-RA
AAEL013404	tetraspanin, putative [Source:VB Community Annotation]		AAEL013404-RB
AAEL013404	tetraspanin, putative [Source:VB Community Annotation]		AAEL013404-RA
AAEL015557	alpha methylacyl-coa racemase [Source:VB Community Annotation]		AAEL015557-RA
AAEL022162			AAEL022162-RA
AAEL022302			AAEL022302-RA
AAEL028002			AAEL028002-RA
AAEL028002			AAEL028002-RB
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RB
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RC
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RD
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RE
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RF
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RG
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RH
AAEL002771	microtubule binding protein, putative [Source:VB Community Annotation]		AAEL002771-RI
AAEL017167	GPCR HE6-like Family [Source:VB Community Annotation]	GPRHE6	AAEL017167-RB
AAEL012515	Tumor suppressor protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWC1]		AAEL012515-RA
AAEL012515	Tumor suppressor protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWC1]		AAEL012515-RB
AAEL008435			AAEL008435-RA
AAEL000216	elongase, putative [Source:VB Community Annotation]		AAEL000216-RA
AAEL003766			AAEL003766-RA
AAEL012455	Alcohol dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWB3]		AAEL012455-RB
AAEL012455	Alcohol dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWB3]		AAEL012455-RC
AAEL021510			AAEL021510-RA
AAEL021510			AAEL021510-RB
AAEL021510			AAEL021510-RC
AAEL000803			AAEL000803-RB
AAEL000252			AAEL000252-RA
AAEL013305	bifunctional dihydrofolate reductase-thymidylate synthase [Source:VB Community Annotation]		AAEL013305-RB
AAEL013305	bifunctional dihydrofolate reductase-thymidylate synthase [Source:VB Community Annotation]		AAEL013305-RA
AAEL002242			AAEL002242-RA
AAEL022201	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL022201-RA
AAEL023651			AAEL023651-RA
AAEL023651			AAEL023651-RB
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RF
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RC
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RG
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RB
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RA
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RE
AAEL008234	dishevelled [Source:VB Community Annotation]		AAEL008234-RD
AAEL022900			AAEL022900-RA
AAEL021493			AAEL021493-RA
AAEL026609			AAEL026609-RA
AAEL026609			AAEL026609-RB
AAEL001124			AAEL001124-RA
AAEL027197			AAEL027197-RA
AAEL013407	Catalase [Source:UniProtKB/TrEMBL;Acc:Q16J86]	Cat	AAEL013407-RB
AAEL013407	Catalase [Source:UniProtKB/TrEMBL;Acc:Q16J86]	Cat	AAEL013407-RA
AAEL024101			AAEL024101-RA
AAEL006642	Tubulin alpha chain [Source:UniProtKB/TrEMBL;Acc:Q1HR53]		AAEL006642-RA
AAEL004309			AAEL004309-RA
AAEL002775			AAEL002775-RB
AAEL002775			AAEL002775-RA
AAEL003336	tRNA-splicing ligase RtcB homolog [Source:UniProtKB/Swiss-Prot;Acc:Q17FP1]		AAEL003336-RA
AAEL024799			AAEL024799-RA
AAEL004010	splicing factor, putative [Source:VB Community Annotation]		AAEL004010-RC
AAEL004010	splicing factor, putative [Source:VB Community Annotation]		AAEL004010-RA
AAEL004010	splicing factor, putative [Source:VB Community Annotation]		AAEL004010-RD
AAEL004010	splicing factor, putative [Source:VB Community Annotation]		AAEL004010-RB
AAEL008080	trypsin-eta, putative [Source:VB Community Annotation]		AAEL008080-RA
AAEL012457	alcohol dehydrogenase [Source:VB Community Annotation]		AAEL012457-RA
AAEL026990			AAEL026990-RA
AAEL010076			AAEL010076-RB
AAEL010076			AAEL010076-RC
AAEL010076			AAEL010076-RD
AAEL013752	Rfx5 [Source:UniProtKB/TrEMBL;Acc:A0A1S4G0A6]		AAEL013752-RA
AAEL013752	Rfx5 [Source:UniProtKB/TrEMBL;Acc:A0A1S4G0A6]		AAEL013752-RB
AAEL013752	Rfx5 [Source:UniProtKB/TrEMBL;Acc:A0A1S4G0A6]		AAEL013752-RC
AAEL009908	glutamyl-tRNA(Gln) amidotransferase, subunit-B, putative [Source:VB Community Annotation]		AAEL009908-RA
AAEL025563			AAEL025563-RA
AAEL025638			AAEL025638-RA
AAEL001960	cytochrome P450 [Source:VB Community Annotation]		AAEL001960-RA
AAEL001960	cytochrome P450 [Source:VB Community Annotation]		AAEL001960-RB
AAEL010120	chondroitin 4-sulfotransferase [Source:VB Community Annotation]		AAEL010120-RB
AAEL010120	chondroitin 4-sulfotransferase [Source:VB Community Annotation]		AAEL010120-RC
AAEL010120	chondroitin 4-sulfotransferase [Source:VB Community Annotation]		AAEL010120-RD
AAEL010120	chondroitin 4-sulfotransferase [Source:VB Community Annotation]		AAEL010120-RE
AAEL010120	chondroitin 4-sulfotransferase [Source:VB Community Annotation]		AAEL010120-RF
AAEL021935			AAEL021935-RA
AAEL006641			AAEL006641-RA
AAEL028130			AAEL028130-RA
AAEL020720			AAEL020720-RA
AAEL019408	2-Cys thioredoxin peroxidase [Source:UniProtKB/TrEMBL;Acc:Q8WSF6]		AAEL019408-RA
AAEL013198	ionotropic glutamate receptor-invertebrate [Source:VB Community Annotation]		AAEL013198-RB
AAEL008759			AAEL008759-RB
AAEL027488			AAEL027488-RA
AAEL027488			AAEL027488-RB
AAEL000399			AAEL000399-RA
AAEL015140			AAEL015140-RA
AAEL006075	WD-repeat protein [Source:VB Community Annotation]		AAEL006075-RA
AAEL001860			AAEL001860-RA
AAEL012651			AAEL012651-RA
AAEL026417			AAEL026417-RA
AAEL025147			AAEL025147-RA
AAEL009147			AAEL009147-RA
AAEL004306	39S ribosomal protein L19, mitochondrial precursor [Source:UniProtKB/TrEMBL;Acc:Q17D59]	mRpL19	AAEL004306-RA
AAEL022914			AAEL022914-RA
AAEL022837			AAEL022837-RA
AAEL006445	Phosphatidylinositol-glycan biosynthesis class W protein [Source:UniProtKB/TrEMBL;Acc:Q176D1]		AAEL006445-RA
AAEL001407	cdk4/6 [Source:VB Community Annotation]		AAEL001407-RA
AAEL006687	exportin [Source:VB Community Annotation]		AAEL006687-RB
AAEL006687	exportin [Source:VB Community Annotation]		AAEL006687-RC
AAEL023693			AAEL023693-RA
AAEL012038			AAEL012038-RB
AAEL012038			AAEL012038-RC
AAEL012038			AAEL012038-RA
AAEL013205	rad25/xp-b DNA repair helicase [Source:VB Community Annotation]		AAEL013205-RA
AAEL025705			AAEL025705-RA
AAEL024567			AAEL024567-RA
AAEL023813			AAEL023813-RA
AAEL022310			AAEL022310-RA
AAEL024441			AAEL024441-RA
AAEL022672			AAEL022672-RA
AAEL001281			AAEL001281-RB
AAEL001281			AAEL001281-RC
AAEL001281			AAEL001281-RD
AAEL001281			AAEL001281-RE
AAEL001281			AAEL001281-RF
AAEL001281			AAEL001281-RG
AAEL001281			AAEL001281-RH
AAEL001281			AAEL001281-RI
AAEL001281			AAEL001281-RJ
AAEL001281			AAEL001281-RK
AAEL001281			AAEL001281-RL
AAEL017548	odorant receptor - partial [Source:VB Community Annotation]	Or6	AAEL017548-RA
AAEL017548	odorant receptor - partial [Source:VB Community Annotation]	Or6	AAEL017548-RB
AAEL000835			AAEL000835-RB
AAEL000910	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q17MZ2]		AAEL000910-RA
AAEL020861			AAEL020861-RA
AAEL020861			AAEL020861-RB
AAEL020861			AAEL020861-RC
AAEL020861			AAEL020861-RD
AAEL022653			AAEL022653-RA
AAEL022653			AAEL022653-RB
AAEL022653			AAEL022653-RC
AAEL014495			AAEL014495-RA
AAEL010264			AAEL010264-RA
AAEL012764			AAEL012764-RA
AAEL012764			AAEL012764-RB
AAEL024743			AAEL024743-RA
AAEL021170			AAEL021170-RA
AAEL025831			AAEL025831-RA
AAEL011979	calmodulin [Source:VB Community Annotation]		AAEL011979-RA
AAEL005408	annexin x [Source:VB Community Annotation]		AAEL005408-RA
AAEL020953			AAEL020953-RA
AAEL020953			AAEL020953-RB
AAEL010395	beat protein [Source:VB Community Annotation]		AAEL010395-RB
AAEL026496			AAEL026496-RA
AAEL022660			AAEL022660-RA
AAEL006919	serine-type enodpeptidase, [Source:VB Community Annotation]		AAEL006919-RA
AAEL005577			AAEL005577-RA
AAEL004736			AAEL004736-RB
AAEL004446			AAEL004446-RD
AAEL004446			AAEL004446-RA
AAEL004446			AAEL004446-RC
AAEL004446			AAEL004446-RB
AAEL006601	50-kda dystrophin-associated glycoprotein, putative [Source:VB Community Annotation]		AAEL006601-RB
AAEL006601	50-kda dystrophin-associated glycoprotein, putative [Source:VB Community Annotation]		AAEL006601-RC
AAEL006601	50-kda dystrophin-associated glycoprotein, putative [Source:VB Community Annotation]		AAEL006601-RD
AAEL008061	phosphatidylinositolglycan class N, putative [Source:VB Community Annotation]		AAEL008061-RA
AAEL011007	fibrinogen and fibronectin [Source:VB Community Annotation]		AAEL011007-RA
AAEL004105	neuroglobin, putative [Source:VB Community Annotation]		AAEL004105-RB
AAEL004105	neuroglobin, putative [Source:VB Community Annotation]		AAEL004105-RC
AAEL004105	neuroglobin, putative [Source:VB Community Annotation]		AAEL004105-RD
AAEL025989			AAEL025989-RA
AAEL025316			AAEL025316-RA
AAEL025316			AAEL025316-RB
AAEL019909			AAEL019909-RA
AAEL002416	short-chain dehydrogenase [Source:VB Community Annotation]		AAEL002416-RA
AAEL002416	short-chain dehydrogenase [Source:VB Community Annotation]		AAEL002416-RB
AAEL001356	RNA-binding protein [Source:VB Community Annotation]		AAEL001356-RC
AAEL001356	RNA-binding protein [Source:VB Community Annotation]		AAEL001356-RB
AAEL001356	RNA-binding protein [Source:VB Community Annotation]		AAEL001356-RA
AAEL027608			AAEL027608-RA
AAEL020462			AAEL020462-RA
AAEL027626			AAEL027626-RA
AAEL013979			AAEL013979-RF
AAEL013979			AAEL013979-RG
AAEL026583			AAEL026583-RA
AAEL000899	glycosyltransferase [Source:VB Community Annotation]		AAEL000899-RA
AAEL020951			AAEL020951-RA
AAEL023743			AAEL023743-RA
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RB
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RC
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RD
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RE
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RF
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RG
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RH
AAEL004533	GPCR Metabotropic glutamate Family [Source:VB Community Annotation]	GPRMGL2	AAEL004533-RI
AAEL025764			AAEL025764-RA
AAEL003634	Hsp70-interacting protein, putative [Source:VB Community Annotation]		AAEL003634-RA
AAEL027320			AAEL027320-RA
AAEL027320			AAEL027320-RB
AAEL023309			AAEL023309-RA
AAEL020103			AAEL020103-RA
AAEL020103			AAEL020103-RB
AAEL026837			AAEL026837-RA
AAEL006830	yellow protein precursor [Source:VB Community Annotation]		AAEL006830-RA
AAEL025495			AAEL025495-RA
AAEL027191			AAEL027191-RA
AAEL027191			AAEL027191-RB
AAEL013257			AAEL013257-RA
AAEL026096			AAEL026096-RA
AAEL023034			AAEL023034-RA
AAEL001562			AAEL001562-RA
AAEL023762			AAEL023762-RA
AAEL009512	glycosylphosphatidylinositol anchor attachment protein, putative [Source:VB Community Annotation]		AAEL009512-RA
AAEL008206	serine-type enodpeptidase, [Source:VB Community Annotation]		AAEL008206-RA
AAEL021305			AAEL021305-RA
AAEL000244	alpha(1,3)fucosyltransferase [Source:VB Community Annotation]		AAEL000244-RA
AAEL010858	AMP dependent ligase [Source:VB Community Annotation]		AAEL010858-RB
AAEL010858	AMP dependent ligase [Source:VB Community Annotation]		AAEL010858-RA
AAEL011578	serine/threonine protein kinase [Source:VB Community Annotation]		AAEL011578-RA
AAEL024614			AAEL024614-RA
AAEL005786			AAEL005786-RA
AAEL028162			AAEL028162-RA
AAEL009725			AAEL009725-RB
AAEL010590	aldose-1-epimerase [Source:VB Community Annotation]		AAEL010590-RA
AAEL010822	sulphate transporter [Source:VB Community Annotation]		AAEL010822-RC
AAEL010822	sulphate transporter [Source:VB Community Annotation]		AAEL010822-RB
AAEL010822	sulphate transporter [Source:VB Community Annotation]		AAEL010822-RA
AAEL002569	serine/threonine kinase [Source:VB Community Annotation]		AAEL002569-RB
AAEL002569	serine/threonine kinase [Source:VB Community Annotation]		AAEL002569-RC
AAEL002569	serine/threonine kinase [Source:VB Community Annotation]		AAEL002569-RD
AAEL008285	pupal cuticle protein, putative [Source:VB Community Annotation]		AAEL008285-RA
AAEL012178			AAEL012178-RA
AAEL012178			AAEL012178-RD
AAEL012178			AAEL012178-RC
AAEL012178			AAEL012178-RE
AAEL012178			AAEL012178-RB
AAEL024195			AAEL024195-RA
AAEL024195			AAEL024195-RB
AAEL024195			AAEL024195-RC
AAEL024195			AAEL024195-RD
AAEL024195			AAEL024195-RE
